;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
6194;masculino;servicio;barberia;barrio caicedo;1;9.0;1/02/2018;5000000;microempresarial
6195;Femenino;comercio;Tienda;aguas frias;2;70.0;9/06/2016;6000000;microempresarial
6196;femenino;comercio;tienda;belalcazar;2;5.0;15/03/2018;4000000;microempresarial
6197;femenino;comercio;tienda;robledo;3;7.0;19/05/2017;7377000;microempresarial
6198;masculino;comercio;fabrica de productos ;manrique central no. 1;1;4.0;12/02/2018;1000000;microempresarial
6199;femenino;comercio;comidas rapidas;manrique oriental;3;10.0;14/06/2019;3457000;microempresarial
6200;femenino;comercio;almacen de ropa en ;el salvador;2;9.0;2018/09/12;5000000;microempresarial
6201;masculino;agropecuaria;criadero de animales ;robledo;2;7.0;31/10/2016;6890000;microempresarial
6202;femenino;comercio;venta de ;villa del socorro;2;2.0;11/05/2017;5000000;microempresarial
6203;masculino;servicio;variedades;guayabal;3;15.0;6/01/2016;4000000;microempresarial
6204;Masculino;servicio;organización y ;santa maria de los ;3;14.0;9/06/2017;20000000;empresarial ed. 
6205;Femenino;servicio;peluqueria;robledo;1;7.0;25/10/2018;7800000;microempresarial
6206;FEMENINO;comercio;papeleria;granizal;2;1.0;21/12/2016;6890000;microempresarial
6207;femenino;comercio;variedades;robledo;2;7.0;27/05/2016;4000000;microempresarial
6208;femenino;comercio;tienda;llanaditas;1;8.0;18/06/2018;5000000;microempresarial
6209;femenino;industria;Fabrica De ;robledo;2;7.0;1/06/2018;5000000;microempresarial
6210;masculino;SERVICIO;cafe e internet;manrique central no. 2;3;3.0;25/07/2018;5000000;microempresarial
6211;femenino;servicio;comidas rapidas;san_javier_no.1;1;13.0;29/01/2018;5000000;Microempresarial
6212;masculino;servicio;mantenimiento en ;santa cruz;2;2.0;16/07/2018;7800000;microempresarial
6213;Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;5/06/2018;3000000;microempresarial
6214;Femenino;comercio;tienda;san javier no.2;2;13.0;21/02/2019;8200000;microempresarial
6215;femenino;comercio;Almacen De Ropa En ;manrique oriental;2;3.0;2/02/2017;5000000;Microempresarial
6216;femenino;comercio;miscelanea;robledo;2;7.0;14/02/2018;6000000;microempresarial
6217;femenino;comercio;variedades;manrique-central-no.-1;2;4.0;5/08/2016;5000000;microempresarial
6218;femenino;servicio;peluqueria;la milagrosa;3;9.0;1/02/2018;7000000;microempresarial
6219;femenino;industria;VARIEDADES;cabecera san antonio ;2;80.0;21/06/2018;6000000;microempresarial
6220;femenino;servicio;productos de belleza;aranjuez;3;4.0;10/07/2018;7800000;microempresarial
6221;femenino;servicio;comidas rapidas;enciso;3;8.0;7/07/2016;6890000;microempresarial
6222;femenino;comercio;restaurante;belen;2;16.0;2018/02/20;2500000;microempresarial
6223;femenino;servicio;panaderia;villa niza;2;2.0;8/03/2017;7377000;microempresarial
6224;femenino;comercio;variedades;aranjuez;2;4.0;25/08/2016;3000000;microempresarial
6225;masculino;industria;fabrica de ;Aranjuez;2;4.0;21/06/2018;7800000;microempresarial
6226;femenino;comercio;variedades;cabecera san antonio ;2;80.0;14/08/2018;7800000;microempresarial
6227;masculino;comercio;tienda;campo valdes no. 1;2;4.0;19/02/2019;7800000;microempresarial
6228;femenino;comercio;almacen de ropa en ;manrique central no. 2;2;3.0;12/04/2018;7800000;microempresarial
6229;masculino;industria;marqueteria;blanquizal;2;13.0;28/03/2019;8200000;microempresarial
6230;femenino;comercio;variedades;versalles no. 1;2;3.0;29/05/2018;5000000;microempresarial
6231;masculino;industria;fabrica de ;picacho;1;6.0;7/06/2017;7300000;microempresarial
6232;masculino;comercio;tienda;el salvador;3;9.0;4/03/2016;6890000;microempresarial
6233;femenino;comercio;comidas rapidas;robledo;2;7.0;20/11/2017;4400000;microempresarial
6234;femenino;comercio;comidas rapidas;santander;2;6.0;3/10/2018;7800000;microempresarial
6235;femenino;industria;fabrica de ;la colina;3;15.0;9/04/2018;3500000;microempresarial
6236;femenino;comercio;almacen de ropa en ;villa niza;2;2.0;12/04/2018;5000000;microempresarial
6237;FEMENINO;industria;fabrica de calzado;manrique central no. 2;2;3.0;4/04/2016;6800000;microempresarial
6238;femenino;industria;fabrica de ;robledo;2;7.0;9/03/2018;600000;microempresarial
6239;femenino;servicio;comidas rapidas;manrique central no. 2;1;3.0;25/04/2016;3000000;microempresarial
6240;Femenino;industria;fabrica de ;boyaca;03;5.0;1/11/2017;7000000;microempresarial
6241;femenino;comercio;comidas rapidas;calasanz;1;12.0;13/06/2017;7300000;microempresarial
6242;masculino;agropecuaria;bares;boston;3;10.0;24/04/2017;3000000;microempresarial
6243;femenino;servicio;variedades;manrique central no. 2;3;3.0;3/10/2018;7000000;microempresarial
6244;masculino;industria;fabrica de ;castilla;01;5.0;19/04/2018;2500000;microempresarial
6245;femenino;comercio;restaurante;juan xxiii la quiebra;1;13.0;14/03/2017;7300000;microempresarial
6246;masculino;comercio;variedades;prado;3;10.0;5/02/2018;3000000;microempresarial
6247;masculino;comercio;COMIDAS RAPIDAS;la pradera;3;13.0;6/03/2018;5000000;microempresarial
6248;MASCULINO;industria;fabrica de ;enciso;3;8.0;6/06/2017;5000000;microempresarial
6249;femenino;industria;fabrica de ;sucre;3;8.0;5/08/2016;3000000;microempresarial
6250;femenino;servicio;comidas rapidas;doce de octubre no.1;2;6.0;31/05/2016;5000000;microempresarial
6251;femenino;servicio;restaurante;villa niza;2;2.0;6/10/2016;6890000;microempresarial
6252;femenino;servicio;restaurante;la milagrosa;2;9.0;12/10/2016;5000000;microempresarial
6253;femenino;servicio;fabrica de helados;manrique central no. 2;1;3.0;2/02/2017;5000000;Microempresarial
6254;masculino;industria;fabrica de ;belen;03;16.0;8/06/2018;5000000;microempresarial
6255;masculino;industria;fabrica de ;enciso;3;8.0;31/05/2016;3000000;microempresarial
6256;femenino;comercio;fabrica de calzado;cabecera san antonio ;3;80.0;20/11/2017;4422000;microempresarial
6257;Femenino;servicio;peluqueria;pedregal;3;6.0;10/09/2018;3500000;microempresarial
6258;masculino;comercio;fabrica de calzado;cabecera san antonio ;2;80.0;20/06/2016;5000000;microempresarial
6259;masculino;industria;fabrica de ;20 de julio;1;13.0;14/12/2018;7800000;Microempresarial
6260;masculino;servicio;organización y ;belen;3;16.0;14/07/2016;68900000;microempresarial
6261;femenino;servicio;peluqueria;campo valdes no. 1;03;4.0;2018/05/18;7800000;microempresarial
6262;masculino;agropecuaria;sembrados;Cabecera San Cristobal;2;60.0;26/07/2017;14000000;agropecuaria
6263;masculino;comercio;almacen de ropa en ;buenos aires;3;9.0;30/08/2017;6000000;microempresarial
6264;femenino;comercio;COMIDAS RAPIDAS;santander;2;6.0;27/07/2018;1200000;microempresarial
6265;femenino;servicio;comidas rapidas;san javier no.1;3;13.0;18/02/2019;8281000;MICROEMPRESARIAL
6266;femenino;industria;fabrica de ;popular;1;1.0;16/11/2016;6000000;microempresarial
6267;masculino;industria;fabrica de ;villa hermosa;3;8.0;6/08/2018;7800000;microempresarial
6268;femenino;comercio;Variedades;buenos aires;3;9.0;19/10/2016;5000000;microempresarial
6269;femenino;comercio;comidas rapidas;aures no. 2;02;7.0;16/12/2016;4000000;microempresarial
6270;masculino;comercio;tienda;san antonio;3;8.0;21/06/2019;4500000;microempresarial
6271;femenino;industria;fabrica de ;manrique central no. 1;3;4.0;13/09/2017;7370000;microempresarial
6272;masculino;comercio;comidas rapidas;moravia;2;4.0;8/07/2016;5000000;microempresarial
6273;masculino;comercio;comidas rapidas;robledo;2;7.0;28/03/2017;$ 7,000,000.00;microempresarial
6274;femenino;industria;fabrica de ;villa hermosa;3;8.0;23/07/2018;7800000;microempresarial
6275;masculino;comercio;comidas rapidas;aranjuez;2;4.0;3/03/2017;4000000;microempresarial
6276;femenino;comercio;tienda;MANRIQUE CENTRAL NO. 2;2;3.0;6/05/2016;3500000;microempresarial
6277;masculino;Comercio;variedades;la floresta;3;12.0;2016/08/16;6000000;microempresarial
6278;femenino;COMERCIO;Variedades;olaya herrera;1;7.0;17/08/2017;7377000;microempresarial
6279;femenino;comercio;tienda;moravia;2;4.0;30/08/2017;7000000;microempresarial
6280;femenino;servicio;mantenimiento en ;tejelo;3;5.0;3/04/2017;7377000;microempresarial
6281;masculino;comercio;fabrica de juegos ;bombona no. 1;3;10.0;2018/02/19;7800000;microempresarial
6282;femenino;servicio;restaurante;llanaditas;1;8.0;3/10/2016;4000000;microempresarial
6283;masculino;comercio;Publicidad Y ;santa lucia;3;12.0;2016/11/8;6800000;microempresarial
6284;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;13/11/2018;2500000;microempresarial
6285;masculino;comercio;drogueria;campo valdes no. 1;3;4.0;23/03/2018;7000000;microempresarial
6286;masculino;comercio;variedades;san javier no.1;2;13.0;2018/07/18;4000000;microempresarial
6287;femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;5/03/2019;8000000;microempresarial
6288;masculino;comercio;tienda;san javier no.1;2;13.0;2017/07/11;4000000;microempresarial
6289;masculino;comercio;distribuidora de ;enciso;1;8.0;6/07/2016;4000000;microempresarial
6290;masculino;comercio;panaderia;cabecera san antonio ;2;80.0;27/04/2017;3000000;microempresarial
6291;Femenino;industria;cerrajeria;san_javier_no.1;2;13.0;11/10/2018;7800000;microempresarial
6292;femenino;servicio;peluqueria;SANTO DOMINGO SAVIO ;2;1.0;21/11/2017;7300000;microempresarial
6293;masculino;industria;fabrica de traperos;manrique central no. 2;2;3.0;28/04/2016;6890000;Microempresarial
6294;masculino;industria;fabrica de ;florencia;3;5.0;17/11/2016;6890000;microempresarial
6295;masculino;servicio;mantenimiento en ;robledo;2;7.0;11/10/2018;7000000;microempresarial
6296;femenino;servicio;peluqueria;buenos aires;3;9.0;10/08/2016;6890000;Microempresarial
6297;femenino;comercio;variedades;pedregal;3;;15/03/2019;7800000;microempresarial
6298;femenino;servicio;PELUQUERIA;castilla;3;5.0;26/04/2019;7500000;microempresarial
6299;femenino;comercio;tienda;belencito;2;13.0;2018/03/13;7800000;microempresarial
6300;femenino;comercio;variedades;santa cruz;2;2.0;15/01/2019;6000000;microempresarial
6301;femenino;Comercio;comidas rapidas;robledo;2;7.0;2016/12/21;6000000;microempresarial
6302;femenino;comercio;organización y ;enciso;2;8.0;9/05/2018;4000000;Microempresarial
6303;masculino;comercio;ferreteria;cabecera san antonio ;2;80.0;6/03/2017;7000000;microempresarial
6304;masculino;comercio;variedades;enciso;2;8.0;27/09/2016;6800000;microempresarial
6305;FEMENINO;comercio;variedades;cabecera san cristobal;1;60.0;15/06/2018;2000000;microempresarial
6306;masculino;servicio;mantenimiento en ;manrique oriental;3;3.0;31/07/2018;7800000;microempresarial
6307;Femenino;servicio;fabrica de helados;cabecera san cristobal;03;60.0;6/03/2018;7800000;microempresarial
6308;femenino;agropecuaria;criadero de animales ;san javier no.1;2;13.0;2/03/2017;4000000;microempresarial
6309;Femenino;comercio;charcuteria;robledo;2;7.0;29/03/2016;6000000;microempresarial
6310;masculino;comercio;reciclaje;cabecera san antonio ;2;80.0;2/05/2018;251102;microempresarial
6311;femenino;comercio;variedades;cabecera san cristobal;1;60.0;11/06/2019;4500000;microempresarial
6312;femenino;comercio;variedades;santa rosa de lima;2;13.0;29/08/2018;7000000;microempresarial
6313;masculino;industria;fabrica de ;buenos aires;2;9.0;14/08/2018;7800000;microempresarial
6314;femenino;comercio;productos de mar;aranjuez;2;4.0;16/08/2016;6800000;microempresarial
6315;masculino;;comidas rapidas;doce de octubre no.1;2;6.0;19/07/2016;6890000;microempresarial
6316;masculino;industria;fabrica de ;santander;2;6.0;17/08/2017;7370000;microempresarial
6317;masculino;comercio;variedades;pedregal;3;6.0;11/10/2018;7000000;microempresarial
6318;masculino;;mantenimiento en ;barrio caicedo;03;9.0;12/07/2017;7377000;microempresarial
6319;femenino;comercio;variedades;cabecera san cristobal;1;60.0;26/05/2016;4000000;microempresarial
6320;masculino;comercio;fabrica de alimentos;robledo;2;7.0;2018/07/17;4000000;microempresarial
6321;femenino;industria;fabrica de ;pedregal;3;6.0;17/05/2017;7300000;microempresarial
6322;femenino;comercio;carniceria;POPULAR;1;1.0;13/03/2017;$ 7,300,000.00;microempresarial
6323;masculino;comercio;distribuidora de ;manrique central no. 1;1;4.0;6/07/2018;800000;microempresarial
6324;femenino;industria;fabrica_de_;moravia;2;4.0;1/06/2018;7800000;MICROEMPRESARIAL
6325;femenino;comercio;papeleria;las brisas;3;;27/01/2016;3000000;microempresarial
6326;femenino;comercio;panaderia;moravia;2;4.0;15/02/2018;6000000;microempresarial
6327;FEMENINO;comercio;variedades;belen;03;16.0;11/04/2016;6890000;microempresarial
6328;masculino;Comercio;variedades;robledo;3;7.0;18/01/2017;6890000;microempresarial
6329;masculino;servicio;recreativo-educativo;san javier no.1;3;13.0;27/05/2016;6500000;microempresarial
6330;masculino;comercio;almacen de ropa en ;cabecera san antonio ;2;80.0;20/11/2017;4000000;microempresarial
6331;femenino;INDUSTRIA;fabrica de ;aranjuez;2;4.0;2017/11/22;$ 3,000,000.00;microempresarial
6332;masculino;servicio;restaurante;francisco antonio zea;3;5.0;12/10/2017;7370000;microempresarial
6333;Masculino;industria;fabrica de calzado;20 de julio;2;13.0;8/08/2017;7300000;microempresarial
6334;femenino;comercio;miscelanea;manrique central no. 1;2;4.0;19/10/2017;7000000;microempresarial
6335;femenino;comercio;variedades;robledo;2;7.0;15/06/2018;2000000;microempresarial
6336;femenino;industria;fabrica de ;robledo;01;7.0;3/05/2017;6000000;microempresarial
6337;femenino;industria;fabrica de ;manrique oriental;2;3.0;31/05/2017;6500000;Microempresarial
6338;femenino;comercio;tienda;20 de julio;1;13.0;29/05/2018;7800000;microempresarial
6339;femenino;COMERCIO;Comidas Rapidas;robledo;2;7.0;2018/04/5;6500000;microempresarial
6340;femenino;Comercio;almacen de ropa en ;belen;3;16.0;2017/07/19;3000000;Microempresarial
6341;femenino;industria;fabrica de productos ;lopez de mesa;3;7.0;13/05/2016;28267000;empresarial ed. 
6342;masculino;comercio;almacen de ropa en ;enciso;2;8.0;29/09/2016;6890000;microempresarial
6343;femenino;comercio;variedades;castilla;3;5.0;19/04/2018;3000000;microempresarial
6344;femenino;servicio;tienda;calasanz;3;13.0;16/07/2018;7800000;microempresarial
6345;femenino;industria;cerrajeria;belencito;2;13.0;25/05/2018;7800000;microempresarial
6346;masculino;comercio;tienda;buenos aires;3;9.0;18/06/2018;$ 7,800,000.00;microempresarial
6347;femenino;comercio;charcuteria;la milagrosa;2;9.0;29/06/2017;7377000;microempresarial
6348;femenino;comercio;variedades;doce de octubre no.1;2;6.0;16/01/2018;7000000;microempresarial
6349;femenino;comercio;tienda;cabecera san cristobal;2;60.0;2018/03/9;780000;microempresarial
6350;femenino;industria;fabrica de ;ARANJUEZ;3;4.0;11/01/2017;2000000;microempresarial
6351;femenino;comercio;variedades;barrio-caicedo;2;9.0;1/04/2016;5000000;microempresarial
6352;masculino;comercio;Restaurante;boston;3;10.0;20/06/2017;7367000;microempresarial
6353;femenino;industria;fabrica de ;santa cruz;2;2.0;6/03/2017;7000000;microempresarial
6354;femenino;comercio;variedades;buenos aires;2;9.0;10/01/2018;6000000;microempresarial
6355;masculino;industria;FABRICA DE ;popular;2;1.0;27/09/2017;6000000;microempresarial
6356;masculino;comercio;almacen de ropa en ;belen;3;16.0;24/10/2018;7800000;microempresarial
6357;femenino;comercio;fabrica de colchones;aranjuez;3;4.0;21/06/2017;7377000;microempresarial
6358;Masculino;servicio;restaurante;santa elena central;03;90.0;2016/03/29;2000000;microempresarial
6359;femenino;comercio;comidas rapidas;cabecera san antonio ;2;80.0;25/04/2018;788000;microempresarial
6360;masculino;comercio;carpinteria;toscana;2;5.0;1/11/2017;7300000;microempresarial
6361;femenino;industria;fabrica de ;playon de los ;1;2.0;14/09/2018;7800000;Microempresarial
6362;femenino;comercio;variedades;olaya herrera;2;7.0;17/01/2018;7800000;microempresarial
6363;MASCULINO;comercio;comidas rapidas;manrique oriental;2;3.0;31/05/2019;8200000;microempresarial
6364;femenino;industria;FABRICA DE ;20 de julio;1;13.0;2/05/2018;4500000;microempresarial
6365;femenino;comercio;fabrica de ;santa cruz;2;;28/01/2016;$ 5,000,000.00;microempresarial
6366;masculino;comercio;variedades;robledo;2;7.0;2016/07/12;2000000;microempresarial
6367;femenino;servicio;restaurante;llanaditas;1;8.0;1/08/2017;7377000;microempresarial
6368;femenino;comercio;almacen de ropa en ;llanaditas;2;8.0;15/05/2017;5000000;microempresarial
6369;femenino;agropecuaria;fabrica de ;pedregal;3;6.0;27/01/2017;7377000;microempresarial
6370;femenino;comercio;restaurante;san javier no.1;3;13.0;2017/07/11;7370000;microempresarial
6371;femenino;comercio;almacen de ropa en ;el salvador;3;9.0;18/10/2017;7300000;MICROEMPRESARIAL
6372;femenino;comercio;tienda;13 de noviembre;1;8.0;27/03/2017;3000000;microempresarial
6373;femenino;comercio;variedades;santo domingo savio ;1;1.0;31/03/2017;5000000;microempresarial
6374;femenino;comercio;tienda;san javier no.1;2;13.0;4/04/2016;5000000;microempresarial
6375;masculino;agropecuaria;fumigacion;cabecera san cristobal;2;60.0;4/06/2019;2000000;microempresarial
6376;femenino;comercio;comidas rapidas;florencia;2;5.0;1/03/2016;6400000;Microempresarial
6377;Femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;13/12/2018;7800000;microempresarial
6378;masculino;comercio;tienda;santa elena central;2;90.0;18/05/2018;7800000;microempresarial
6379;femenino;servicio;restaurante;zona expansion san ;1;13.0;9/02/2017;5000000;microempresarial
6380;masculino;comercio;DISTRIBUIDORA DE ;castilla;3;5.0;19/01/2018;4000000;microempresarial
6381;femenino;servicio;peluqueria;pedregal;3;6.0;27/07/2017;7000000;microempresarial
6382;femenino;comercio;comidas rapidas;MANRIQUE CENTRAL NO. 2;3;3.0;10/04/2018;4000000;microempresarial
6383;FEMENINO;industria;fabrica de ;la floresta;3;12.0;4/03/2016;5000000;microempresarial
6384;masculino;comercio;distribuidora de ;aranjuez;2;4.0;1/08/2016;5000000;microempresarial
6385;masculino;comercio;almacen de ropa en ;robledo;2;7.0;2016/08/25;6000000;microempresarial
6386;Masculino;comercio;Variedades;manrique central no. 1;02;4.0;5/07/2018;3000000;microempresarial
6387;femenino;comercio;carniceria;castilla;3;5.0;16/12/2016;6894000;microempresarial
6388;femenino;;peluqueria;robledo;3;7.0;28/07/2016;6890000;microempresarial
6389;femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;2018/02/1;3000000;Microempresarial
6390;femenino;comercio;comidas rapidas;robledo;1;7.0;23/03/2018;7800000;microempresarial
6391;femenino;servicio;carpinteria;aranjuez;3;4.0;30/05/2017;7370000;microempresarial
6392;femenino;comercio;tienda;buenos aires;2;9.0;11/12/2017;4400000;microempresarial
6393;femenino;servicio;peluqueria;andalucia;2;2.0;6/07/2017;5000000;microempresarial
6394;femenino;comercio;variedades;belencito;2;13.0;29/11/2016;6800000;microempresarial
6395;femenino;comercio;papeleria;enciso;1;8.0;16/11/2017;4300000;microempresarial
6396;femenino;comercio;peluqueria;13 de noviembre;1;8.0;10/08/2016;6000000;microempresarial
6397;masculino;servicio;reciclaje;florencia;3;5.0;11/05/2017;15000000;juridica y cap.semilla
6398;femenino;servicio;bares;cabecera san cristobal;2;60.0;3/05/2019;8200000;microempresarial
6399;masculino;comercio;granero;san javier no.1;2;13.0;2019/06/25;8280000;microempresarial
6400;femenino;comercio;tienda;llanaditas;1;8.0;13/06/2017;7000000;microempresarial
6401;femenino;agropecuaria;criadero de animales ;san javier no.2;2;13.0;17/02/2016;5000000;agropecuaria
6402;masculino;industria;fabrica de ;santa rosa de lima;3;13.0;24/10/2017;7000000;microempresarial
6403;femenino;Comercio;almacen_de_ropa_en_;aranjuez;3;4.0;26/02/2016;6890000;Microempresarial
6404;femenino;servicio;peluqueria;santa cruz;1;2.0;1/11/2018;6000000;microempresarial
6405;femenino;comercio;comidas rapidas;aranjuez;2;4.0;26/10/2018;7800000;microempresarial
6406;MASCULINO;servicio;peluqueria;manrique central no. 2;1;3.0;4/11/2016;6890000;microempresarial
6407;masculino;comercio;panaderia;santa cruz;2;2.0;17/03/2017;73000000;microempresarial
6408;masculino;comercio;tienda;manrique central no. 1;1;4.0;2018/03/6;5000000;microempresarial
6409;femenino;industria;fabrica de ;belen;3;16.0;26/09/2017;5000000;microempresarial
6410;femenino;industria;fabrica de ;barrio caicedo;2;9.0;2016/11/9;6890000;microempresarial
6411;femenino;comercio;almacen de ropa en ;juan xxiii la quiebra;2;13.0;7/02/2017;7300000;microempresarial
6412;Femenino;Comercio;variedades;san javier no.1;02;13.0;29/03/2016;6500000;microempresarial
6413;femenino;comercio;variedades;santo domingo savio ;1;1.0;12/02/2018;1500000;microempresarial
6414;femenino;Comercio;fabrica de ;santo domingo savio ;1;1.0;26/10/2018;7800000;microempresarial
6415;masculino;comercio;ferreteria;san javier no.1;1;13.0;8/08/2018;3000000;microempresarial
6416;femenino;servicio;productos de belleza;carpinelo;1;1.0;1/02/2019;7000000;microempresarial
6417;masculino;comercio;comidas rapidas;doce de octubre no.1;1;6.0;23/02/2018;2000000;microempresarial
6418;femenino;industria;fabrica de ;alfonso lopez;3;5.0;1/03/2017;7000000;microempresarial
6419;femenino;industria;fabrica-de-repuestos-;castilla;3;5.0;5/08/2016;3000000;microempresarial
6420;femenino;comercio;almacen de ropa en ;bombona no. 1;3;10.0;1/02/2018;$ 7,800,000.00;microempresarial
6421;femenino;comercio;comidas rapidas;manrique oriental;3;10.0;14/06/2019;3457000;microempresarial
6422;femenino;comercio;variedades;popular;2;1.0;2019/05/2;8000000;microempresarial
6423;femenino;servicio;productos de belleza;santa lucia;2;12.0;15/09/2016;6000000;microempresarial
6424;femenino;servicio;variedades;manrique central no. 1;01;4.0;23/10/2017;700000;microempresarial
6425;femenino;servicio;mantenimiento en ;cabecera san antonio ;2;80.0;21/03/2018;7000000;microempresarial
6426;femenino;servicio;peluqueria;alfonso lopez;3;5.0;15/01/2019;5500000;microempresarial
6427;femenino;comercio;tienda;san javier no.1;2;13.0;5/12/2017;4000000;microempresarial
6428;masculino;comercio;legumbreria;sucre;3;8.0;17/01/2017;7000000;microempresarial
6429;femenino;comercio;LEGUMBRERIA;cabecera san cristobal;2;60.0;8/02/2018;3000000;microempresarial
6430;femenino;comercio;papeleria;La Milagrosa;3;9.0;2016/07/8;3000000;microempresarial
6431;femenino;industria;Fabrica De ;tejelo;3;5.0;7/07/2017;4000000;microempresarial
6432;femenino;comercio;tienda;la pradera;2;13.0;13/09/2017;4400000;Credioportuno
6433;femenino;comercio;tienda;el salvador;3;9.0;20/03/2018;7000000;microempresarial
6434;masculino;Comercio;mantenimiento en ;robledo;1;7.0;20/03/2019;18000000;microempresarial
6435;femenino;industria;fabrica de ;manrique central no. 1;03;4.0;7/11/2017;5000000;microempresarial
6436;femenino;comercio;panaderia;cabecera san cristobal;3;60.0;24/09/2018;6000000;microempresarial
6437;masculino;servicio;barberia;robledo;3;7.0;14/09/2018;5500000;microempresarial
6438;femenino;comercio;variedades;maria cano ;1;3.0;1/09/2017;2000000;microempresarial
6439;Masculino;agropecuaria;fabrica de alimentos;robledo;3;7.0;3/02/2017;7377000;microempresarial
6440;masculino;servicio;barberia;buenos aires;2;9.0;30/11/2016;4000000;MICROEMPRESARIAL
6441;femenino;industria;fabrica de ;aranjuez;1;4.0;2017/11/23;4500000;microempresarial
6442;masculino;servicio;comidas rapidas;cabecera san cristobal;3;60.0;8/02/2018;7800000;microempresarial
6443;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;24/02/2016;3500000;microempresarial
6444;femenino;comercio;comidas rapidas;la milagrosa;2;9.0;7/02/2018;1500000;microempresarial
6445;femenino;comercio;tienda;pedregal alto;3;60.0;5/02/2018;7200000;microempresarial
6446;femenino;industria;fabrica de colchones;la milagrosa;2;;28/01/2016;3000000;microempresarial
6447;femenino;comercio;almacen de ropa en ;olaya herrera;1;7.0;26/10/2017;7370000;microempresarial
6448;femenino;comercio;almacen de ropa en ;playon de los ;2;2.0;2017/01/31;7370000;microempresarial
6449;femenino;servicio;tienda;;2;16.0;9/05/2019;2200000;microempresarial
6450;femenino;servicio;comidas rapidas;manrique central no. 1;2;4.0;3/10/2016;6890000;microempresarial
6451;femenino;industria;fabrica de ;la loma;3;60.0;30/05/2018;7800000;Microempresarial
6452;femenino;comercio;variedades;cabecera san cristobal;1;60.0;22/11/2016;4000000;microempresarial
6453;Femenino;comercio;almacen de ropa en ;florencia;3;5.0;16/12/2016;6800000;microempresarial
6454;femenino;Comercio;variedades;villa del socorro;2;2.0;1/04/2019;7000000;microempresarial
6455;masculino;comercio;fabrica de ;santo_domingo_savio_;1;1.0;16/02/2018;7800000;microempresarial
6456;masculino;industria;Fabrica De ;versalles no. 1;2;3.0;29/01/2018;6000000;MICROEMPRESARIAL
6457;masculino;comercio;drogueria;moravia;2;4.0;18/02/2019;7800000;microempresarial
6458;femenino;comercio;variedades;castilla;3;5.0;2/06/2017;3000000;microempresarial
6459;masculino;servicio;barberia;moravia;2;4.0;16/11/2016;6890000;microempresarial
6460;masculino;comercio;almacen de ropa en ;santo domingo savio ;1;1.0;30/11/2017;4000000;microempresarial
6461;femenino;industria;fabrica de ;LA FLORESTA;3;12.0;28/05/2018;5000000;microempresarial
6462;masculino;comercio;variedades;la floresta;03;12.0;2/05/2016;6890000;microempresarial
6463;femenino;comercio;tienda;boyaca;3;5.0;15/07/2016;6890000;Microempresarial
6464;FEMENINO;comercio;distribuidora de ;florencia;3;5.0;3/10/2018;6000000;microempresarial
6465;masculino;servicio;mantenimiento en ;la milagrosa;3;9.0;5/03/2019;8000000;microempresarial
6466;femenino;comercio;Almacen De Ropa En ;robledo;2;7.0;2017/09/22;$ 7,300,000.00;microempresarial
6467;femenino;;variedades;olaya herrera;2;7.0;17/01/2018;7800000;microempresarial
6468;femenino;industria;fabrica de ;manrique central no. 1;3;4.0;24/10/2018;3000000;microempresarial
6469;masculino;Comercio;tienda;manrique central no. 1;1;4.0;15/02/2018;7377000;microempresarial
6470;femenino;comercio;fabrica de ;popular;02;1.0;2018/02/15;40000000;microempresarial
6471;femenino;comercio;variedades;robledo;3;7.0;2/08/2017;5000000;microempresarial
6472;femenino;industria;fabrica de ;la floresta;3;12.0;9/01/2019;7800000;microempresarial
6473;masculino;comercio;tienda;manrique oriental;2;3.0;9/06/2016;6890000;microempresarial
6474;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;9/08/2016;6000000;microempresarial
6475;femenino;comercio;restaurante;el corazon;2;13.0;5/10/2016;6800000;Microempresarial
6476;masculino;servicio;mantenimiento en ;buenos aires;03;9.0;26/10/2017;7000000;microempresarial
6477;masculino;comercio;marqueteria;popular;02;1.0;2018/09/14;2500000;microempresarial
6478;femenino;comercio;fabrica de productos ;pedregal;3;6.0;2016/08/3;6890000;microempresarial
6479;masculino;industria;fabrica de ;cabecera san antonio ;2;9.0;30/10/2018;7800000;microempresarial
6480;masculino;servicio;mantenimiento en ;la milagrosa;2;9.0;22/08/2016;5000000;microempresarial
6481;masculino;industria;variedades;manrique central no. 2;2;3.0;1/08/2018;7800000;microempresarial
6482;masculino;industria;panaderia;el salvador;1;;29/01/2016;6000000;microempresarial
6483;masculino;comercio;comidas rapidas;buenos aires;3;9.0;26/02/2018;7800000;microempresarial
6484;femenino;industria;fabrica de calzado;belen;3;16.0;14/06/2016;20000000;juridica y cap.semilla
6485;femenino;comercio;variedades;toscana;3;5.0;24/10/2017;1000000;microempresarial
6486;femenino;industria;fabrica de calzado;barrio caicedo;2;9.0;2016/04/7;6700000;microempresarial
